Categoria,ID,Nombre,Descripcion,Precio,Emoji,Foto,Disponible
"Componentes electrónicos","1244","Servomotor MG995 &#8211; 360 grados T=12 Kg","El Servomotor MG995 es un servo económico pero con alto Torque de hasta 15Kg-cm. Cuento con un diseño robusto, de alto rendimiento, tamaño estándar y cuenta con engranes de metal que lo hace mas resistente a comparación de otros servos que trabajan con engranes de plástico.
Estos servomotores puede rotar de 0° hasta 360°, su voltaje de operación va desde los 4.8 a 7.2 VDC. Cuenta con engranes de metal en su interior, también la flecha que incorpora es de metal, además incluye 3 brazos de plástico, 1 plato de sujeción, 5 tornillos de sujeción, 4 gomas y 4 coples.
Los servomotor MG995 y MG996R son utilizados en gran variedad de proyectos de electrónica, robótica, carros de control remoto, aeronaves y más.
Es ideal para proyectos que requieran un buen torque. Funcionan con la mayoría de tarjetas electrónicas de control con microcontroladores, como por ejemplo las tarjetas de Arduino, Nodemcu, Esp32, Pic´s y Raspberry Pi y otras.
NOTA: Alimentar por separado el microcontrolador y los servos, ya que la corriente de los servos es mas de la que suministra un microcontrolador.
Especificaciones técnicas:
Modelo: MG995 
Color: Negro
Estructura interna: Engranes de metal
Tipo de engranaje: Latón y aluminio
Flecha: Metal
Color de la flecha: Oro o Gris (Puede variar el color)
Material de la caja: Plástico
Dimensiones: 40mm x 19mm x 43mm
Longitud de cable: 28 cm
Peso: 66 g
Voltaje de funcionamiento: 4.8 a 7.2 VDC Recomendable 5VDC
Grados / Ángulo de Rotación Máximo: 360°
Corriente:
Funcionamiento sin carga: entre 100 mA a 350 mA
Funcionamiento con carga: hasta 1200mA, alimenta externamente ya que el Arduino solo alcanza  500 mA.
Velocidad de funcionamiento: 0,17 seg/60 grados (4,8 V sin carga)
Velocidad de funcionamiento: 0.13seg/60 grados (6,0 V sin carga)
Par de parada: 13 kg-cm (180,5 oz-En) a 4,8 V
Par de parada: 15 kg-cm (208,3 oz-En) a 6V
Temperatura de funcionamiento: -30 ~ +60 °","8.00","🔌","https://systisen.com/wp-content/uploads/2025/08/16.-Servomotor-MG995_F.jpg","TRUE"
"Componentes electrónicos","1243","Servomotor MG995 &#8211; 180 grados T=12 Kg","El Servomotor MG995 es un servo económico pero con alto Torque de hasta 15Kg-cm. Cuento con un diseño robusto, de alto rendimiento, tamaño estándar y cuenta con engranes de metal que lo hace mas resistente a comparación de otros servos que trabajan con engranes de plástico.
Estos servomotores puede rotar de 0° hasta 180°, su voltaje de operación va desde los 4.8 a 7.2 VDC. Cuenta con engranes de metal en su interior, también la flecha que incorpora es de metal, además incluye 3 brazos de plástico, 1 plato de sujeción, 5 tornillos de sujeción, 4 gomas y 4 coples.
Los servomotor MG995 y MG996R son utilizados en gran variedad de proyectos de electrónica, robótica, carros de control remoto, aeronaves y más.
Es ideal para proyectos que requieran un buen torque. Funcionan con la mayoría de tarjetas electrónicas de control con microcontroladores, como por ejemplo las tarjetas de Arduino, Nodemcu, Esp32, Pic´s y Raspberry Pi y otras.
NOTA: Alimentar por separado el microcontrolador y los servos, ya que la corriente de los servos es mas de la que suministra un microcontrolador.
Especificaciones técnicas:
Modelo: MG995 
Color: Negro
Estructura interna: Engranes de metal
Tipo de engranaje: Latón y aluminio
Flecha: Metal
Color de la flecha: Oro o Gris (Puede variar el color)
Material de la caja: Plástico
Dimensiones: 40mm x 19mm x 43mm
Longitud de cable: 28 cm
Peso: 66 g
Voltaje de funcionamiento: 4.8 a 7.2 VDC Recomendable 5VDC
Grados / Ángulo de Rotación Máximo: 180°
Corriente:
Funcionamiento sin carga: entre 100 mA a 350 mA
Funcionamiento con carga: hasta 1200mA, alimenta externamente ya que el Arduino solo alcanza  500 mA.
Velocidad de funcionamiento: 0,17 seg/60 grados (4,8 V sin carga)
Velocidad de funcionamiento: 0.13seg/60 grados (6,0 V sin carga)
Par de parada: 13 kg-cm (180,5 oz-En) a 4,8 V
Par de parada: 15 kg-cm (208,3 oz-En) a 6V
Temperatura de funcionamiento: -30 ~ +60 °","7.00","🔌","https://systisen.com/wp-content/uploads/2025/08/16.-Servomotor-MG995_F.jpg","TRUE"
"Componentes electrónicos","1242","Servomotor SG90 9g &#8211; 180 grados T=1,6 Kg","El SG90 9G se destaca por su control mediante Modulación por Anchura de Pulsos PWM, lo que lo hace compatible con cualquier código de servo, hardware o biblioteca de control. Esto lo convierte en la elección ideal para aquellos que buscan un servo fácil de integrar en sus proyectos.
Su funcionamiento en un rango de 3.3 a 6 Volts y un torque de 1.5kg/cm a 4.8 Volts, garantizan un rendimiento excepcional en cualquier aplicación. Además, su velocidad de 0.12 segundos cada 60 grados sin carga permite movimientos rápidos y precisos.
Especificaciones técnicas:
Peso (g): 14.7
Voltaje: 4.8 &#8211; 6
Tensión de Operación: 3.3 a 6Volts
Torque: 1.5kg/cm a 4.8 Volts
Dimensiones: 22mm x 12mm x 19mm
Velocidad: 0.12 segundos cada 60 grados sin carga
Control por medio de Modulación por Anchura de Pulsos PWM","2.25","🔌","https://systisen.com/wp-content/uploads/2025/08/15.-Servomotor-SG90-9g_F.jpg","TRUE"
"Componentes electrónicos","1241","Display pantalla LCD 1602 con módulo I2C","Una de las características principales es su interfaz I2C, capaz de mostrar la información a través de solo 2 líneas I2C. Si ya cuenta  con algún dispositivo I2C en su proyecto no se preocupe, esta pantalla no consume suficientes recursos en absoluto. La dirección a utilizar se puede ajustar de 0x20 a 0x27.
Junto a la ayuda del bus conversor I2C y las librerías necesarias usted fácilmente podrá usar este módulo con tan solo dos cables, ya que esta pantalla cuenta con 4 pines de comunicación donde 2 son de alimentación (5V y GND) y los otros dos son de comunicación I2C (SDA y SCL). Esta es una gran ventaja en comparación a una pantalla convencional, ya que estas últimas necesitan 14 pines (incluyendo alimentación y comunicación) donde incluso debemos colocar un potenciómetro de ajuste de contraste, donde la pantalla serial I2C, ya lo tiene incluido.
Especificaciones técnicas:
Direccion I2C: 0x20 – 0x27 (0x20 por defecto)
Retroiluminacion: Azul con backlight
Voltaje de alimentacion: 5V
Interfaz: I2C / TWI x1
Contraste ajustable con potenciometro interno.","4.75","🔌","https://systisen.com/wp-content/uploads/2025/08/14.-Display-pantalla-LCD-1602_F.jpg","TRUE"
"Componentes electrónicos","1240","Display pantalla LCD 1602 16&#215;2","Display LCD de 16 caracteres x 2 líneas, de fácil instalación y compatible con plataforma Arduino, Raspberry y cualquier Microcontrolador, compatible al 100% con cualquier librería LCD de los compiladores del mercado. 
Especificaciones técnicas:
Tipo de pantalla: LCD, azul con iluminación backlight
Voltaje de funcionamiento: 5V DC.
Luz de fondo: azul.
Contraste ajustable: si (con potenciómetro interno).
Resolución: 16×2 ( 2 líneas – 16 caracteres)","2.75","🔌","https://systisen.com/wp-content/uploads/2025/08/13.-Display-pantalla-LCD-1602-16x2_F.jpg","TRUE"
"Componentes electrónicos","1239","Sensor de distancia ultrasónico US-100 (Alcance 2-450 cm)","El sensor US-100 es un sensor de distancia de bajo costo que utiliza ultrasonido para determinar la distancia de un objeto en un rango de 2 a 450 cm. Destaca por su pequeño tamaño, bajo consumo energético, buena precisión y excelente precio. Puede ser utilizado en proyectos de robótica como robots laberinto o sumo, y en proyectos de automatización como sistemas de medición de nivel o distancia. El sensor US-100 posee dos transductores: un emisor y un receptor piezoeléctricos, además de la electrónica necesaria para su operación.
El sensor tiene 2 modos de comunicación con el microcontrolador, el primer modo es denominado TRIGGER y funciona de igual al sensor HC-SR04, el segundo es el modo UART utilizando comunicación serial UART. El funcionamiento del primer modo es el siguiente: el emisor piezoeléctrico emite 8 pulsos de ultrasonido(40KHz) luego de recibir la orden en el pin TRIG, las ondas de sonido viajan en el aire y rebotan al encontrar un objeto, el sonido de rebote es detectado por el receptor piezoeléctrico, luego el pin ECHO cambia a Alto (5V) por un tiempo igual al que demoró la onda desde que fue emitida hasta que fue detectada, el tiempo del pulso ECO es medido por el microcontrolador y asi se puede calcular la distancia al objeto. El funcionamiento del sensor no se ve afectado por la luz solar o material de color negro (aunque los materiales blandos acústicamente como tela o lana pueden llegar a ser difíciles de detectar). En el modo Serial UART es necesario colocar un jumper en la parte posterior del sensor, luego enviar un (0x55) por el puerto serial hacia el sensor, luego el sensor responderá con 2 bytes que contienen la información de la distancia medida.
La distancia se puede calcular utilizando la siguiente formula:
Distancia(m) = {(Tiempo del pulso ECO) * (Velocidad del sonido=340m/s)}/2
Especificaciones:
  Voltaje de Operación: 5V DC
  Corriente de reposo: &lt; 2mA
  Corriente de trabajo: 15mA
  Rango de detección: 2cm-450cm
  Precisión: 3mm
  Ángulo de detección: 15°
  Frecuencia de trabajo: 40KHz
  Duración mínima del pulso de disparo (nivel TTL): 10 uS.
  Duración del pulso eco de salida (nivel TTL): 100-25000 uS.
  Puerto Serial TTL
  Baudrate: 9600bps","2.25","🔌","https://systisen.com/wp-content/uploads/2025/08/12.-Sensor-de-distancia-ultrasonico-US-100_F.jpg","TRUE"
"Componentes electrónicos","1238","Protoboard 830 Puntos","protoboard MB-102 / 830 puntos / 1T2D 1 regleta de terminales 2 distribuidores","2.40","🔌","https://systisen.com/wp-content/uploads/2025/08/11.-Protoboard-830-Puntos_F.jpg","TRUE"
"Módulos de desarrollo","1237","Programador de memorias eeprom CH341A","PROGRAMADOR DE MEMORIAS EEPROM FLASH BIOS PARA PUERTO USB
Programador permite lectura y escritura en integrados  BIOS de diversos  equipos  electrónicos como: DVD,  TV, PC, Discos Duros, etc.
Ideal para en mantenientos, reparación, investigación y recuperación de programas en equipos electrónicos.
Especificaciones:
Memorias 24 EEPROM y 25 SPI FLASH.
Interfaz USB.
Alta velocidad de lectura y escritura.
Compatible con sistemas de 32/64 bits: Windows 10 / 8.1 / 8 / 7 / VISTA / XP / SERVER 2016/2012/2008/2003 / 2000 / ME / 98.
Dispositivos soportados:
_________Serie 25________
Nota: Las series 25 ESMT y SST solo permiten lectura, no permite escritura debido a las características de este programador.
AMIC:
A25L512 A25L05P A25L10P A25L010 A25L020 A25L20P A25L40P A25L040 A25L080 A25L80P A25L016 A25L16P A25L032
ATMEL:
AT25F512 AT25F512B AT25F512A AT25FS010 AT25F1024 AT25F1024A AT25F2048 AT25DF021 AT25F4096 AT25FS040 AT25DF041A AT26F004 AT26DF081A AT25DF161 AT26DF161 AT26DF161A AT25DF321A AT26DF321 AT25DF321 AT25DF641
COMMON:
25X005 25X05 25X10 25X20 25X40 25X80 25X16 25X32 25X64 25X128 25X256 25X512 25X1024 25X2048
EON:
EN25F05 EN25P05 EN25LF05 EN25F10 EN25LF10 EN25D10 EN25P10 EN25F20 EN25D20 EN25LF20 EN25F40 EN25D40 EN25LF40 EN25Q80 EN25D80 EN25F80 EN25P80 EN25T80 EN25B16T EN25T16 EN25B16 EN25D16 EN25F16 EN25Q16 EN25P32 EN25Q32 EN25F32 EN25B32 EN25B32T EN25Q64 EN25B64 EN25F64 EN25B64T EN25F128 EN25Q128
ES:
ES25P10 ES25P20 ES25M40A ES25M40 ES25P40 ES25M80 ES25M80A ES25P80 ES25M16 ES25M16A ES25P16 ES25P32
ESMT:
F25L04UA F25L004A F25L08PA F25L008A F25L016A F25L16PA F25L32QA F25L32PA
GIGADEVICE:
GD25Q512 GD25Q10 GD25Q20 GD25F40 GD25D40 GD25Q80 GD25D80 GD25T80 GD25F80 GD25Q16 GD25Q32 GD25Q64 GD25Q128
KH:
KH25L8036D
MXIC:
MX25V512 MX25L512 MX25L1005 MX25L2005 MX25L8035 MX25L4005A MX25V4035 MX25V4005 MX25V8005 MX25L8005 MX25L1635D MX25L1605D MX25L1608D MX25L3235D MX25L3208D MX25L3237D MX25L3225D MX25L3205D MX25L3206E MX25L6405D MX25L6455E MX25L6408D MX25L6406E MX25L6445E MX25L12805D MX25L12845E MX25L25635E
NEXFLASH:
NX25P10 NX25P20 NX25P40 NX25P80 NX25P16 NX25P32
NSHINE:
MS25X05 MS25X10 NS25X20 NS25X40 MS25X80 MS25X16 MS25X32 MS25X64 MS25X128
PMC:
PM25LV512A PM25LV010A PM25LV020 PM25LV040 PM25LV080B PM25LV016B
SAIFUN:
SA25F005 SA25F010 SA25F020 SA25F040 SA25F080 SA25F160 SA25F320
SPANSION:
S25FL004A S25FL040A S25FL008A S25FL160 S25FL016A S25FL032A S25FL064A S25FL128P S25FL129P S25FL128A
SST:
SST25VF512A SST25VF512 SST25VF010 SST25VF010A SST25VF020A SST25VF020 SST25VF040B SST25VF040A SST25VF040 SST25VF080B SST25VF016B SST25VF032B SST25VF064C
ST:
M25P05A M25PE10 M25P10A M25P20 M25PE20 M25PE40 M25P40 M25PE80 M25P80 M25PX80 M25PX16 M25P16 M25PE16 M25P32 M25PE32 M25PX32 M25PX64 M25P64 M25PE64 M25P128
WINBOND:
W25X10 W25X10L W25P10 W25X10AL W25X10A W25P20 W25X20AL W25X20A W25X20 W25X20L W25X40A W25P40 W25Q40BV W25X40L W25X40 W25X40AL W25Q80BV W25Q80V W25X80 W25P80 W25X80A W25X80L W25X80AL W25P16 W25Q16BV W25Q16V W25X16 W25Q32BV W25Q32V W25X32 W25P32 W25Q64BV W25X64 W25Q128BV
_________Serie 24__________
ATMEL:
AT24C01B AT24C01 AT24C01A AT24C02 AT24C02A AT24C02B AT24C04B AT24C04 AT24C04A AT24C08A AT24C08B AT24C08 AT24C16 AT24C16A AT24C16B AT24C32B AT24C32A AT24C32 AT24C64 AT24C64A AT24C64B AT24C128 AT24C128A AT24C128B AT24C256B AT24C256 AT24C256A AT24C512B AT24C512A AT24C512 AT24C1024 AT24C1024A AT24C1024B
CATALYST:
CAT24C01 CAT24WC01 CAT24WC02 CAT24C02 CAT24C04 CAT24WC04 CAT24WC08 CAT24C08 CAT24WC16 CAT24C16 CAT24WC32 CAT24C32 CAT24WC64 CAT24C64 CAT24WC128 CAT24C128 CAT24WC256 CAT24C256 CAT24C512 CAT24WC512 CAT24C1024 CAT24WC1024
COMMON:
24C01 3V 24C01 5V 24C02 3V 24C02 5V 24C04 5V 24C04 3V 24C08 3V 24C08 5V 24C16 5V 24C16 3V 24C32 5V 24C32 3V 24C64 5V 24C64 3V 24C128 5V 24C128 3V 24C256 5V 24C256 3V 24C512 5V 24C512 3V 24C1024 3V 24C1024 5V 24C2048 5V 24C2048 3V 24C4096 5V 24C4096 3V
FAIRCHILD:
FM24C01L FM24C02L FM24C03L FM24C04L FM24C05L FM24C08L FM24C09L FM24C17L FM24C16L FM24C32L FM24C64L FM24C128L FM24C256L FM24C512L
HOLTEK:
HT24C01 HT24LC01 HT24C02 HT24LC02 HT24C04 HT24LC04 HT24C08 HT24LC08 HT24C16 HT24LC16 HT24LC32 HT24C32 HT24LC64 HT24C64 HT24C128 HT24LC128 HT24C256 HT24LC256 HT24LC512 HT24C512 HT24C1024 HT24LC1024
ISSI:
IS24C01 IS24C02 IS24C04 IS24C08 IS24C16 IS24C32 IS24C64 IS24C128 IS24C256 IS24C512 IS24C1024
MICROCHIP:
MIC24LC014 MIC24AA01 MIC24AA014 MIC24LC01B MIC24LC02B MIC24AA02 MIC24C02C MIC24AA025 MIC24AA04 MIC24LC04B MIC24LC024 MIC24AA024 MIC24LC025 MIC24LC08B MIC24AA08 MIC24LC16B MIC24AA16 MIC24LC32 MIC24AA32 MIC24LC64 MIC24FC64 MIC24AA64 MIC24FC128 MIC24AA128 MIC24LC128 MIC24AA256 MIC24LC256 MIC24FC256 MIC24AA512 MIC24LC512 MIC24FC512 MIC24AA1024
NSC:
NSC24C02L NSC24C02 NSC24C64
RAMTRON:
FM24CL04 FM24C04A FM24CL16 FM24C16A FM24CL64 FM24C64 FM24C256 FM24CL256 FM24C512
ROHM:
BR24L01 BR24C01 BR24L02 BR24C02 BR24L04 BR24C04 BR24L08 BR24C08 BR24L16 BR24C16 BR24L32 BR24C32 BR24C64 BR24L64
ST:
ST24C01 ST24C02 ST24C04 ST24C08 ST24C16 ST24C32 ST24C64
XICOR:
X24C01 X24C02 X24C04 X24C08 X24C16
El paquete incluye:
1  Programador USB 341A
1  zócalo simple para los chips SMD
1 Pinza adaptadora para integrados SMD tipo SOIC8 / SOP8, 8pines, 1.27mm de separación entre pines (con accesorios).
1 Adaptador 3.3 a 18 V","20.00","🧠","https://systisen.com/wp-content/uploads/2025/08/10.-Programador-de-memorias-eeprom-CH341A_F.jpg","TRUE"
"Módulos de desarrollo","1236","Módulo Wemos Mini D1 Nodemcu Esp12 Wifi Esp8266","Wemos D1 mini ESP8266 es una plataforma de desarrollo similar a Arduino especialmente orientada al Internet de las cosas (IoT). La placa Wemos D1 Mini ESP8266 tiene como núcleo al SoM ESP-12F que a su vez está basado en el SoC Wi-Fi ESP8266, integra además el conversor USB-Serial TTL CH340G y conector micro-USB necesario para la programación y comunicación a PC. Wemos D1 mini está diseñado especialmente para trabajar montado en protoboard o soldado sobre una placa. Posee un regulador de voltaje de 3.3V en placa, esto permite alimentar la placa directamente del puerto micro-USB o por los pines 5V y GND.
Especificaciones técnicas:
Voltaje de Alimentación: 5V DC
Voltaje de Entradas/Salidas: 3.3V DC (No usar 5V)
Placa: WeMos D1 mini
Chip conversor USB-serial: CH340G
SoM: ESP-12F (Ai-Thinker)
SoC: ESP8266 (Espressif)
CPU: Tensilica Xtensa LX3 (32 bit)
Frecuencia de Reloj: 80MHz/160MHz
Instruction RAM: 32KB
Data RAM: 96KB
Memoria Flash Externa: 4MB
Pines Digitales GPIO: 11 (3.3V)
Pin Analógico ADC: 1 (0-1V)
Puerto serial UART: 1 (3.3V)
Certificación FCC
Antena en PCB
Corriente Standby: 40uA
Corriente Pico: 400mA
Consumo corriente promedio: 70mA
Consumo de potencia Standby &lt; 1.0mW (DTIM3)
Incluye
1 Modulo Wemos Mini D1 Nodemcu Esp12 Wifi Esp8266","6.00","🧠","https://systisen.com/wp-content/uploads/2025/08/9.-Modulo-Wemos-Mini-D1-Nodemcu-Esp12-Wifi-Esp8266_F.jpg","TRUE"
"Módulos de desarrollo","1235","Modulo STM32 Stm32f103c8t6 Arm St-link V2 Cortex","La familia de líneas de STM32F103C8T6 incorpora el núcleo RISC de 32 bits ARM®Cortex®-M3 de alto rendimiento que funciona a una frecuencia de 72 MHz, una amplia gama de E / S mejoradas y periféricos conectados a dos buses APB. Todos los dispositivos ofrecen dos ADC de 12 bits, tres temporizadores de propósito general de 16 bits más un temporizador PWM, así como interfaces de comunicación estándar y avanzada: hasta dos I2Cs y SPI, tres USART, un USB y un CAN.
Los dispositivos operan desde una fuente de alimentación de 2.0 a 3.6 V. Están disponibles en el rango de temperatura de –40 a +85 ° C y en el rango de temperatura extendido de –40 a +105 ° C. Un conjunto completo de modo de ahorro de energía permite el diseño de aplicaciones de bajo consumo.
Características:
ARM®32 bits Cortex®-M3 CPU Core.
Frecuencia máxima de 72 MHz, 1.25 DMIPS / MHz.
64 o 128 K bytes de memoria flash.
20 K bytes de SRAM.
Suministro de aplicaciones de 2.0 a 3.6 V y E / S.
Oscilador de cristal de 4 a 16 MHz.
RC interno con ajuste de fábrica de 8 MHz.
RC interno de 40 kHz.
PLL para el reloj de la CPU.
Oscilador de 32 kHz para RTC con calibración.
2 x 12 bits, convertidores A / D de 1μs (hasta 16 canales).
Controlador DMA de 7 canales.
Periféricos soportados: temporizadores, ADC, SPIs, I2Cs y USARTs.
7 temporizadores.
Hasta 2 x interfaces I2C (SMBus / PMBus).
Hasta 3 USARTs (interfaz ISO 7816, LIN, capacidad IrDA, control de módem).
Hasta 2 SPIs (18 Mbit / s).
Interfaz CAN (2.0B Activo).
Interfaz USB 2.0 de alta velocidad.
Unidad de cálculo CRC, ID única de 96 bits.
Incluye
1 Modulo STM32 Stm32f103c8t6 Arm St-link V2 Cortex","6.00","🧠","https://systisen.com/wp-content/uploads/2025/08/8.-Modulo-STM32-Stm32f103c8t6-Arm-St-link-V2-Cortex_F.jpg","TRUE"
"Módulos de desarrollo","1234","ESP32 &#8211; CAM modulo Wifi con bluetooth y cámara","ESP32-CAM, es un dispositivo que puede llamarse un todo en uno. Aparte de la conectividad Wifi y Bluetooth que viene de fábrica, pines GPIO, se le han añadido dos opciones más. Lleva integrado una pequeña cámara de video y una conexión para una tarjeta MicroSD, donde podremos almacenar fotos o videos.
Aplicaciones típicas:
Toma de fotos.
Streaming de video.
Reconocimiento facial.
Detector de movimiento.
Especificaciones técnicas:
Módulo ESP32-S: junto con la antena Wifi incorporada componen el ESP32
Wi-Fi: 802.11b/g/n/e/i
Seguridad: WPA/WPA2/WPA2-Enterprise/WPS
CPU: 32-bit CPU de bajo consumo (2 cores).
Velocidad de reloj: hasta 160 MHz.
Bluetooth: Bluetooth 4.2 con BLE.
Interfaces: UART, SPI, I2C and PWM. Hasta 9 pines GPIO
RAM: 520 KB SRAM, externa 4 MB PSRAM
Soporte microSD: hasta 4GB
Múltiples modos de reposo (sleep modes):
Deep-sleep: máximo bajo consumo que puede alcanzar 6mA@5V.
Moderm-sleep: hasta 20mA@5V.
Light-sleep: hasta 6.7mA@5V.
Firmware actualizable a través de OTA (Over-The-Air).
Flash incorporado.
Voltaje de alimentación: 5 V.
Conector de antena externa: en situación de comunicaciones poco estables se puede añadir una antena externa.
Cámara:
Soporte para cámaras OV2640 y OV7670.
JPEG (OV2640 soportada), BMP, GRAYSCALE.
Sensor 2 Megapixel.
Resolución UXGA 1622×1200 px.
Transferencia de imagen entre 15 y 60 FPS.
Incluye
ESP32 &#8211; CAM modulo Wifi con bluetooth y cámara","10.00","🧠","https://systisen.com/wp-content/uploads/2025/08/7.-ESP32-CAM-modulo-Wifi-con-bluetooth-y-camara_F.jpg","TRUE"
"Módulos de desarrollo","1233","Raspberry Pi Pico Microcontrolador RP2040","El nuevo chip RP2040 es un potente ARM Cortex M0+ de dos núcleos funcionando a 133 MHz. 
La Raspberry Pi Pico proporciona el hardware mínimo para trabajar con el nuevo RP2040 (Flash, cristal, fuente de alimentación y conector USB). La mayoría de los pines del microcontrolador RP2040 están disponibles en el borde izquierdo y derecho de la placa.
La Raspberry Pi Pico utiliza un regulador SMPS buck-boost integrado que puede generar los 3,3 voltios necesarios (para alimentar el RP2040 y los circuitos externos) a partir de una amplia gama de voltajes de entrada (desde 1,8 a 5,5 V). Esto permite una flexibilidad significativa para alimentar la unidad desde varias fuentes, como una batería Lipo de 3.7V o 3 pilas AA en serie
Incluye
1 Raspberry Pi Pico Microcontrolador Rp2040
1 Cable USB","10.00","🧠","https://systisen.com/wp-content/uploads/2025/08/6.-Raspberry-Pi-Pico-Microcontrolador-RP2040_F.jpg","TRUE"
"Módulos de desarrollo","1232","Modulo ESP32 (30 pines) Wifi- Bluetooth","El ESP32-DEVKITC 30 pines es un módulo de desarrollo basado en el chip ESP32, que ofrece una amplia variedad de funciones de conectividad, como Wi-Fi y Bluetooth, en un formato compacto de 30 pines. Este módulo es ampliamente utilizado en proyectos de desarrollo de IoT y electrónica, gracias a su potencia de procesamiento y capacidad de conectividad. Ofrece una solución integral para proyectos inalámbricos y de Internet de las cosas, y es compatible con Arduino®. Su diseño compacto y versatilidad lo hacen una elección común en proyectos de electrónica inalámbrica y conectada a la red.
Características:
Procesador: Tensilica LX6 240 MHz dual core – 600 DMIPS
Memoria: 448 Kbyte ROM, 520 Kbyte SRAM, 6 Kbyte SRAM en RTC y QSPI
Antena: Externa se recomienda utilizar la Antena 2.4 GHz.
Serie: ESP32 DEVKIT V1
Puerto: MicroUSB
Chip USB-Serial: CP2102
Voltaje de Alimentación (USB): 5V DC
Consumo de energía de 5μA en modo de suspensión
Pines: 30, GPIO: 24
Conversor Analógico Digital: Dos ADC de 12bits tipo SAR, soporta mediciones en hasta 18 canales, algunos pines soporta un amplificador con ganancia programable
Wifi: 802.11 b/g/n/e/I (802.11n @ 2.4 GHz hasta 150 Mbit/s)
Bluetooth: 4.2 BR/EDR BLE Modo de control dual
Seguridad: IEEE 802.11, incluyendo WFA, WPA/WPA2 y WAPI
Criptografía acelerada por hardware: AES, SHA-2, RSA, criptografía de curva elíptica (ECC), generador de números aleatorios (RNG)
Incluye
1 Modulo ESP32 (30 pines) Wifi- Bluetooth
1 Cable USB","8.50","🧠","https://systisen.com/wp-content/uploads/2025/08/5.-Modulo-ESP32-30-pines-Wifi-Bluetooth_F.jpg","TRUE"
"Módulos de desarrollo","1231","Arduino Mega 2560 R3","La tarjeta Mega 2560 R3 (rev3) compatible con Arduino® es una placa o tarjeta electrónica basada en el microcontrolador ATmega2560 de Atmel. Contiene todos los elementos adicionales necesarios para el funcionamiento del microcontrolador.
Especificaciones
Compatible con Arduino®
54 pines digitales de E/S (de los cuales 15 se pueden utilizar como salidas PWM)
16 entradas analógicas
4 UARTs (puertos seriales)
Velocidad del reloj (oscilador) 16MHz
Una conexión USB
Un conector de alimentación
Un conector ICSP
Un botón de reinicio (reset)
Microcontrolador principal: ATmega2560
Chip de comunicación con el computador: Atmega16U2
Voltaje de funcionamiento 5V
Voltaje de entrada (recomendado) 7-12VCD
Corriente continua por pin E/S 20mA
Corriente de los pines de 3.3V 50 mA
LED incorporado en el pin 13
Memoria Flash de 256KB para almacenar el código, de los cuales 8KB son utilizados por el gestor de arranque (bootloader)
SRAM 8KB
EEPROM 4KB (que se puede leer y escribir con la biblioteca EEPROM)
Incluye
1 Arduino Mega 2560 R3
1 Cable USB","20.00","🧠","https://systisen.com/wp-content/uploads/2025/08/4.-Arduino-Mega-2560-R3_F.jpg","TRUE"
"Módulos de desarrollo","1230","Arduino Uno R3 tipo DIP + Cable USB","El UNO R3 compatible con Arduino®, es una tarjeta ideal para iniciar el estudio de Electrónica y la programación de microcontroladores.  Es la placa más robusta para principiantes con la que puedes comenzar. Es muy utilizado y documentado debido a sus grandes prestaciones, facilidad de programación y bajo precio.
ESPECIFICACIONES
Compatible con Arduino®
Microcontrolador principal: Atmega328P DIP28 desmontable
14 pines digitales de entrada / salida (de los cuales 6 pueden utilizarse para salidas PWM).
6 entradas analógicas
Cristal de 16 MHz
Conector de alimentación (7-12VCD)
Regulador incorporado AMS1117-5.0 de 5V / 1ª (aída de voltaje .8ª). Se alimenta de la fuente externa de 7-12VCD.
Conector ICSP
Botón de reinicio
Chip USB: Atmega16U2 programado como un convertidor de USB a serie
Funciona con el driver del Arduino IDE (no requiere driver adicional)
Memoria: El Atmega328 tiene 32 KB (con 0.5 KB ocupados por el gestor de arranque). También tiene 2 KB de SRAM y 1 KB de EEPROM (que se pueden leer y escribir con la biblioteca EEPROM ).
Incluye:
1 Arduino UNO R3 DIP
1 Cable USB","13.00","🧠","https://systisen.com/wp-content/uploads/2025/08/3.-Arduino-Uno-R3-tipo-DIP-Cable-USB_F.jpg","TRUE"
